user_id,avg_days_between_orders,customer_segment,discount_percent
7148,11.6,Regular Shopper,10
7149,8.18421052631579,Occasional Shopper,15
7150,10.6875,Regular Shopper,10
7151,8.439024390243903,Occasional Shopper,15
7152,8.565217391304348,Occasional Shopper,15
7153,19.214285714285715,Loyal Shopper,5
7154,16.375,Regular Shopper,10
7155,20.0,Loyal Shopper,5
7156,15.833333333333334,Regular Shopper,10
7157,30.0,Inactive User,20
7158,7.5,Occasional Shopper,15
7159,5.857142857142857,Occasional Shopper,15
7160,21.142857142857142,Loyal Shopper,5
7161,12.846153846153847,Regular Shopper,10
7162,7.166666666666667,Occasional Shopper,15
7163,18.0,Loyal Shopper,5
7164,17.666666666666668,Loyal Shopper,5
7165,8.615384615384615,Occasional Shopper,15
7166,21.2,Loyal Shopper,5
7167,22.2,Loyal Shopper,5
7168,7.32,Occasional Shopper,15
7169,26.375,Inactive User,20
7170,25.8,Inactive User,20
7171,25.0,Inactive User,20
7172,14.0,Regular Shopper,10
7173,14.307692307692308,Regular Shopper,10
7174,8.666666666666666,Occasional Shopper,15
7175,2.808080808080808,Occasional Shopper,15
7176,17.0,Loyal Shopper,5
7177,23.4,Inactive User,20
7178,10.090909090909092,Occasional Shopper,15
7179,7.25,Occasional Shopper,15
7180,23.307692307692307,Inactive User,20
7181,6.8,Occasional Shopper,15
7182,16.41176470588235,Regular Shopper,10
7183,20.857142857142858,Loyal Shopper,5
7184,23.46153846153846,Inactive User,20
7185,6.517857142857143,Occasional Shopper,15
7186,12.0,Regular Shopper,10
7187,15.5,Regular Shopper,10
7188,14.636363636363637,Regular Shopper,10
7189,30.0,Inactive User,20
7190,16.555555555555557,Loyal Shopper,5
7191,3.6142857142857143,Occasional Shopper,15
7192,17.875,Loyal Shopper,5
7193,14.125,Regular Shopper,10
7194,21.142857142857142,Loyal Shopper,5
7195,13.0,Regular Shopper,10
7196,13.23076923076923,Regular Shopper,10
7197,11.666666666666666,Regular Shopper,10
7198,27.857142857142858,Inactive User,20
7199,23.333333333333332,Inactive User,20
7200,19.09090909090909,Loyal Shopper,5
7201,12.0,Regular Shopper,10
7202,15.285714285714286,Regular Shopper,10
7203,10.666666666666666,Regular Shopper,10
7204,25.75,Inactive User,20
7205,3.6440677966101696,Occasional Shopper,15
7206,18.75,Loyal Shopper,5
7207,7.575757575757576,Occasional Shopper,15
7208,13.166666666666666,Regular Shopper,10
7209,6.882352941176471,Occasional Shopper,15
7210,14.666666666666666,Regular Shopper,10
7211,14.647058823529411,Regular Shopper,10
7212,14.4,Regular Shopper,10
7213,11.714285714285714,Regular Shopper,10
7214,30.0,Inactive User,20
7215,14.25,Regular Shopper,10
7216,12.545454545454545,Regular Shopper,10
7217,28.4,Inactive User,20
7218,16.894736842105264,Loyal Shopper,5
7219,16.866666666666667,Loyal Shopper,5
7220,16.333333333333332,Regular Shopper,10
7221,9.117647058823529,Occasional Shopper,15
7222,22.333333333333332,Loyal Shopper,5
7223,29.0,Inactive User,20
7224,10.333333333333334,Regular Shopper,10
7225,14.105263157894736,Regular Shopper,10
7226,14.636363636363637,Regular Shopper,10
7227,15.666666666666666,Regular Shopper,10
7228,8.842105263157896,Occasional Shopper,15
7229,4.9,Occasional Shopper,15
7230,18.11764705882353,Loyal Shopper,5
7231,6.666666666666667,Occasional Shopper,15
7232,4.142857142857143,Occasional Shopper,15
7233,5.955555555555556,Occasional Shopper,15
7234,17.11111111111111,Loyal Shopper,5
7235,14.285714285714286,Regular Shopper,10
7236,9.4,Occasional Shopper,15
7237,18.88888888888889,Loyal Shopper,5
7238,23.857142857142858,Inactive User,20
7239,3.0344827586206895,Occasional Shopper,15
7240,12.75,Regular Shopper,10
7241,14.75,Regular Shopper,10
7242,16.8,Loyal Shopper,5
7243,13.0,Regular Shopper,10
7244,2.6875,Occasional Shopper,15
7245,4.195402298850575,Occasional Shopper,15
7246,24.0,Inactive User,20
7247,8.95,Occasional Shopper,15
7248,8.227272727272727,Occasional Shopper,15
7249,10.25,Regular Shopper,10
7250,19.625,Loyal Shopper,5
7251,24.8,Inactive User,20
7252,12.176470588235293,Regular Shopper,10
7253,23.2,Inactive User,20
7254,13.571428571428571,Regular Shopper,10
7255,15.5,Regular Shopper,10
7256,9.15,Occasional Shopper,15
7257,11.25,Regular Shopper,10
7258,16.125,Regular Shopper,10
7259,9.785714285714286,Occasional Shopper,15
7260,19.0,Loyal Shopper,5
7261,12.56,Regular Shopper,10
7262,8.114285714285714,Occasional Shopper,15
7263,14.0,Regular Shopper,10
7264,13.208333333333334,Regular Shopper,10
7265,26.571428571428573,Inactive User,20
7266,10.357142857142858,Regular Shopper,10
7267,4.035294117647059,Occasional Shopper,15
7268,7.666666666666667,Occasional Shopper,15
7269,8.666666666666666,Occasional Shopper,15
7270,18.714285714285715,Loyal Shopper,5
7271,9.75,Occasional Shopper,15
7272,9.0,Occasional Shopper,15
7273,7.2,Occasional Shopper,15
7274,29.666666666666668,Inactive User,20
7275,19.875,Loyal Shopper,5
7276,13.3,Regular Shopper,10
7277,5.666666666666667,Occasional Shopper,15
7278,3.090909090909091,Occasional Shopper,15
7279,3.272727272727273,Occasional Shopper,15
7280,6.375,Occasional Shopper,15
7281,18.2,Loyal Shopper,5
7282,11.03448275862069,Regular Shopper,10
7283,14.0,Regular Shopper,10
7284,21.375,Loyal Shopper,5
7285,9.125,Occasional Shopper,15
7286,6.8,Occasional Shopper,15
7287,5.388059701492537,Occasional Shopper,15
7288,17.545454545454547,Loyal Shopper,5
7289,13.842105263157896,Regular Shopper,10
7290,16.714285714285715,Loyal Shopper,5
7291,22.333333333333332,Loyal Shopper,5
7292,4.0,Occasional Shopper,15
7293,5.055555555555555,Occasional Shopper,15
7294,11.38888888888889,Regular Shopper,10
7295,17.4,Loyal Shopper,5
7296,12.071428571428571,Regular Shopper,10
7297,10.448275862068966,Regular Shopper,10
7298,29.2,Inactive User,20
7299,28.666666666666668,Inactive User,20
7300,14.0,Regular Shopper,10
7301,9.846153846153847,Occasional Shopper,15
7302,23.0,Loyal Shopper,5
7303,14.0,Regular Shopper,10
7304,7.25,Occasional Shopper,15
7305,12.5,Regular Shopper,10
7306,21.083333333333332,Loyal Shopper,5
7307,18.11111111111111,Loyal Shopper,5
7308,29.0,Inactive User,20
7309,3.7037037037037037,Occasional Shopper,15
7310,5.282051282051282,Occasional Shopper,15
7311,28.0,Inactive User,20
7312,16.2,Regular Shopper,10
7313,7.733333333333333,Occasional Shopper,15
7314,5.569230769230769,Occasional Shopper,15
7315,17.58823529411765,Loyal Shopper,5
7316,19.214285714285715,Loyal Shopper,5
7317,20.0,Loyal Shopper,5
7318,25.333333333333332,Inactive User,20
7319,13.2,Regular Shopper,10
7320,17.307692307692307,Loyal Shopper,5
7321,7.040816326530612,Occasional Shopper,15
7322,9.944444444444445,Occasional Shopper,15
7323,16.2,Regular Shopper,10
7324,4.777777777777778,Occasional Shopper,15
7325,9.5625,Occasional Shopper,15
7326,7.863636363636363,Occasional Shopper,15
7327,7.543478260869565,Occasional Shopper,15
7328,10.571428571428571,Regular Shopper,10
7329,17.705882352941178,Loyal Shopper,5
7330,15.6,Regular Shopper,10
7331,7.166666666666667,Occasional Shopper,15
7332,19.333333333333332,Loyal Shopper,5
7333,11.384615384615385,Regular Shopper,10
7334,11.095238095238095,Regular Shopper,10
7335,12.75,Regular Shopper,10
7336,8.295454545454545,Occasional Shopper,15
7337,10.3125,Regular Shopper,10
7338,6.482142857142857,Occasional Shopper,15
7339,16.75,Loyal Shopper,5
7340,8.555555555555555,Occasional Shopper,15
7341,21.5,Loyal Shopper,5
7342,9.282051282051283,Occasional Shopper,15
7343,15.25,Regular Shopper,10
7344,12.307692307692308,Regular Shopper,10
7345,15.545454545454545,Regular Shopper,10
7346,25.2,Inactive User,20
7347,16.5,Loyal Shopper,5
7348,24.2,Inactive User,20
7349,14.5,Regular Shopper,10
7350,9.0,Occasional Shopper,15
7351,16.3,Regular Shopper,10
7352,23.142857142857142,Inactive User,20
7353,8.0,Occasional Shopper,15
7354,11.0,Regular Shopper,10
7355,5.338235294117647,Occasional Shopper,15
7356,22.333333333333332,Loyal Shopper,5
7357,30.0,Inactive User,20
7358,4.305084745762712,Occasional Shopper,15
7359,10.352941176470589,Regular Shopper,10
7360,7.375,Occasional Shopper,15
7361,18.5,Loyal Shopper,5
7362,20.0,Loyal Shopper,5
7363,25.0,Inactive User,20
7364,30.0,Inactive User,20
7365,14.25,Regular Shopper,10
7366,15.142857142857142,Regular Shopper,10
7367,18.833333333333332,Loyal Shopper,5
7368,19.11111111111111,Loyal Shopper,5
7369,28.125,Inactive User,20
7370,12.166666666666666,Regular Shopper,10
7371,12.066666666666666,Regular Shopper,10
7372,23.666666666666668,Inactive User,20
7373,22.166666666666668,Loyal Shopper,5
7374,5.833333333333333,Occasional Shopper,15
7375,24.0,Inactive User,20
7376,13.0,Regular Shopper,10
7377,22.75,Loyal Shopper,5
7378,19.5,Loyal Shopper,5
7379,21.0,Loyal Shopper,5
7380,10.0,Occasional Shopper,15
7381,16.416666666666668,Regular Shopper,10
7382,20.2,Loyal Shopper,5
7383,8.6,Occasional Shopper,15
7384,15.8,Regular Shopper,10
7385,2.3838383838383836,Occasional Shopper,15
7386,5.592592592592593,Occasional Shopper,15
7387,20.6,Loyal Shopper,5
7388,8.571428571428571,Occasional Shopper,15
7389,8.25,Occasional Shopper,15
7390,25.0,Inactive User,20
7391,29.2,Inactive User,20
7392,7.586956521739131,Occasional Shopper,15
7393,12.4,Regular Shopper,10
7394,22.571428571428573,Loyal Shopper,5
7395,26.125,Inactive User,20
7396,24.625,Inactive User,20
7397,11.954545454545455,Regular Shopper,10
7398,14.952380952380953,Regular Shopper,10
7399,19.294117647058822,Loyal Shopper,5
7400,14.0,Regular Shopper,10
7401,18.285714285714285,Loyal Shopper,5
7402,5.246376811594203,Occasional Shopper,15
7403,17.692307692307693,Loyal Shopper,5
7404,13.75,Regular Shopper,10
7405,15.3,Regular Shopper,10
7406,19.75,Loyal Shopper,5
7407,7.891304347826087,Occasional Shopper,15
7408,8.5,Occasional Shopper,15
7409,12.285714285714286,Regular Shopper,10
7410,10.371428571428572,Regular Shopper,10
7411,24.333333333333332,Inactive User,20
7412,11.344827586206897,Regular Shopper,10
7413,18.785714285714285,Loyal Shopper,5
7414,9.88888888888889,Occasional Shopper,15
7415,25.714285714285715,Inactive User,20
7416,7.85,Occasional Shopper,15
7417,17.0,Loyal Shopper,5
7418,11.96551724137931,Regular Shopper,10
7419,11.541666666666666,Regular Shopper,10
7420,5.92,Occasional Shopper,15
7421,13.909090909090908,Regular Shopper,10
7422,4.8,Occasional Shopper,15
7423,11.55,Regular Shopper,10
7424,15.8,Regular Shopper,10
7425,16.0,Regular Shopper,10
7426,15.285714285714286,Regular Shopper,10
7427,8.0,Occasional Shopper,15
7428,22.0,Loyal Shopper,5
7429,10.323529411764707,Regular Shopper,10
7430,9.605263157894736,Occasional Shopper,15
7431,10.774193548387096,Regular Shopper,10
7432,23.25,Inactive User,20
7433,26.333333333333332,Inactive User,20
7434,11.555555555555555,Regular Shopper,10
7435,13.19047619047619,Regular Shopper,10
7436,10.666666666666666,Regular Shopper,10
7437,22.166666666666668,Loyal Shopper,5
7438,22.2,Loyal Shopper,5
7439,23.571428571428573,Inactive User,20
7440,3.121212121212121,Occasional Shopper,15
7441,7.275862068965517,Occasional Shopper,15
7442,10.516129032258064,Regular Shopper,10
7443,20.571428571428573,Loyal Shopper,5
7444,14.666666666666666,Regular Shopper,10
7445,14.571428571428571,Regular Shopper,10
7446,20.1,Loyal Shopper,5
7447,20.0,Loyal Shopper,5
7448,18.2,Loyal Shopper,5
7449,9.72972972972973,Occasional Shopper,15
7450,11.928571428571429,Regular Shopper,10
7451,20.0,Loyal Shopper,5
7452,9.0,Occasional Shopper,15
7453,11.0,Regular Shopper,10
7454,10.142857142857142,Occasional Shopper,15
7455,30.0,Inactive User,20
7456,12.0,Regular Shopper,10
7457,23.545454545454547,Inactive User,20
7458,30.0,Inactive User,20
7459,16.09090909090909,Regular Shopper,10
7460,11.384615384615385,Regular Shopper,10
7461,23.0,Loyal Shopper,5
7462,12.571428571428571,Regular Shopper,10
7463,13.615384615384615,Regular Shopper,10
7464,18.3,Loyal Shopper,5
7465,6.6,Occasional Shopper,15
7466,11.666666666666666,Regular Shopper,10
7467,19.0,Loyal Shopper,5
7468,23.571428571428573,Inactive User,20
7469,14.5,Regular Shopper,10
7470,8.390243902439025,Occasional Shopper,15
7471,25.25,Inactive User,20
7472,10.75,Regular Shopper,10
7473,23.6,Inactive User,20
7474,19.357142857142858,Loyal Shopper,5
7475,13.130434782608695,Regular Shopper,10
7476,13.5625,Regular Shopper,10
7477,13.923076923076923,Regular Shopper,10
7478,17.625,Loyal Shopper,5
7479,16.285714285714285,Regular Shopper,10
7480,6.5,Occasional Shopper,15
7481,21.8,Loyal Shopper,5
7482,11.11111111111111,Regular Shopper,10
7483,21.46153846153846,Loyal Shopper,5
7484,14.043478260869565,Regular Shopper,10
7485,30.0,Inactive User,20
7486,25.0,Inactive User,20
7487,19.0,Loyal Shopper,5
7488,15.777777777777779,Regular Shopper,10
7489,11.8,Regular Shopper,10
7490,9.647058823529411,Occasional Shopper,15
7491,15.6,Regular Shopper,10
7492,9.333333333333334,Occasional Shopper,15
7493,27.625,Inactive User,20
7494,20.125,Loyal Shopper,5
7495,25.666666666666668,Inactive User,20
7496,16.75,Loyal Shopper,5
7497,7.361111111111111,Occasional Shopper,15
7498,18.75,Loyal Shopper,5
7499,18.333333333333332,Loyal Shopper,5
7500,22.88888888888889,Loyal Shopper,5
7501,3.0714285714285716,Occasional Shopper,15
7502,18.76923076923077,Loyal Shopper,5
7503,8.418604651162791,Occasional Shopper,15
7504,11.551724137931034,Regular Shopper,10
7505,17.22222222222222,Loyal Shopper,5
7506,14.0,Regular Shopper,10
7507,13.166666666666666,Regular Shopper,10
7508,17.285714285714285,Loyal Shopper,5
7509,23.166666666666668,Inactive User,20
7510,22.666666666666668,Loyal Shopper,5
7511,21.833333333333332,Loyal Shopper,5
7512,25.571428571428573,Inactive User,20
7513,16.5625,Loyal Shopper,5
7514,15.636363636363637,Regular Shopper,10
7515,13.333333333333334,Regular Shopper,10
7516,14.571428571428571,Regular Shopper,10
7517,7.333333333333333,Occasional Shopper,15
7518,15.0,Regular Shopper,10
7519,18.0,Loyal Shopper,5
7520,10.75,Regular Shopper,10
7521,9.818181818181818,Occasional Shopper,15
7522,22.285714285714285,Loyal Shopper,5
7523,24.333333333333332,Inactive User,20
7524,14.5,Regular Shopper,10
7525,10.222222222222221,Occasional Shopper,15
7526,10.647058823529411,Regular Shopper,10
7527,10.75,Regular Shopper,10
7528,14.75,Regular Shopper,10
7529,19.666666666666668,Loyal Shopper,5
7530,14.0625,Regular Shopper,10
7531,18.11111111111111,Loyal Shopper,5
7532,6.0,Occasional Shopper,15
7533,28.666666666666668,Inactive User,20
7534,22.375,Loyal Shopper,5
7535,17.153846153846153,Loyal Shopper,5
7536,18.0,Loyal Shopper,5
7537,18.22222222222222,Loyal Shopper,5
7538,19.333333333333332,Loyal Shopper,5
7539,23.6,Inactive User,20
7540,20.0,Loyal Shopper,5
7541,16.3,Regular Shopper,10
7542,17.428571428571427,Loyal Shopper,5
7543,6.25,Occasional Shopper,15
7544,11.12,Regular Shopper,10
7545,27.75,Inactive User,20
7546,11.090909090909092,Regular Shopper,10
7547,20.181818181818183,Loyal Shopper,5
7548,15.0,Regular Shopper,10
7549,8.857142857142858,Occasional Shopper,15
7550,7.35,Occasional Shopper,15
7551,16.666666666666668,Loyal Shopper,5
7552,15.928571428571429,Regular Shopper,10
7553,20.5,Loyal Shopper,5
7554,8.8125,Occasional Shopper,15
7555,19.5,Loyal Shopper,5
7556,17.6,Loyal Shopper,5
7557,9.179487179487179,Occasional Shopper,15
7558,25.8,Inactive User,20
7559,25.90909090909091,Inactive User,20
7560,18.764705882352942,Loyal Shopper,5
7561,20.384615384615383,Loyal Shopper,5
7562,5.3538461538461535,Occasional Shopper,15
7563,5.081967213114754,Occasional Shopper,15
7564,21.714285714285715,Loyal Shopper,5
7565,5.298507462686567,Occasional Shopper,15
7566,30.0,Inactive User,20
7567,12.176470588235293,Regular Shopper,10
7568,17.75,Loyal Shopper,5
7569,12.285714285714286,Regular Shopper,10
7570,20.75,Loyal Shopper,5
7571,14.8,Regular Shopper,10
7572,7.1,Occasional Shopper,15
7573,22.0,Loyal Shopper,5
7574,7.3076923076923075,Occasional Shopper,15
7575,10.8,Regular Shopper,10
7576,16.11111111111111,Regular Shopper,10
7577,8.25,Occasional Shopper,15
7578,19.352941176470587,Loyal Shopper,5
7579,11.758620689655173,Regular Shopper,10
7580,6.897435897435898,Occasional Shopper,15
7581,12.333333333333334,Regular Shopper,10
7582,7.333333333333333,Occasional Shopper,15
7583,18.307692307692307,Loyal Shopper,5
7584,4.5,Occasional Shopper,15
7585,16.25,Regular Shopper,10
7586,20.833333333333332,Loyal Shopper,5
7587,10.818181818181818,Regular Shopper,10
7588,16.25,Regular Shopper,10
7589,12.61111111111111,Regular Shopper,10
7590,14.25,Regular Shopper,10
7591,19.6,Loyal Shopper,5
7592,27.4,Inactive User,20
7593,29.0,Inactive User,20
7594,17.666666666666668,Loyal Shopper,5
7595,10.75,Regular Shopper,10
7596,14.294117647058824,Regular Shopper,10
7597,9.944444444444445,Occasional Shopper,15
7598,21.375,Loyal Shopper,5
7599,21.666666666666668,Loyal Shopper,5
7600,7.0,Occasional Shopper,15
7601,10.413793103448276,Regular Shopper,10
7602,17.166666666666668,Loyal Shopper,5
7603,11.481481481481481,Regular Shopper,10
7604,26.5,Inactive User,20
7605,11.363636363636363,Regular Shopper,10
7606,11.0,Regular Shopper,10
7607,20.0,Loyal Shopper,5
7608,3.617021276595745,Occasional Shopper,15
7609,25.2,Inactive User,20
7610,10.411764705882353,Regular Shopper,10
7611,17.6875,Loyal Shopper,5
7612,15.047619047619047,Regular Shopper,10
7613,18.4,Loyal Shopper,5
7614,11.6,Regular Shopper,10
7615,24.333333333333332,Inactive User,20
7616,22.428571428571427,Loyal Shopper,5
7617,14.444444444444445,Regular Shopper,10
7618,9.36111111111111,Occasional Shopper,15
7619,22.857142857142858,Loyal Shopper,5
7620,17.9,Loyal Shopper,5
7621,28.666666666666668,Inactive User,20
7622,16.09090909090909,Regular Shopper,10
7623,13.875,Regular Shopper,10
7624,21.4,Loyal Shopper,5
7625,12.333333333333334,Regular Shopper,10
7626,21.666666666666668,Loyal Shopper,5
7627,15.0,Regular Shopper,10
7628,25.333333333333332,Inactive User,20
7629,16.666666666666668,Loyal Shopper,5
7630,16.0,Regular Shopper,10
7631,20.0,Loyal Shopper,5
7632,11.928571428571429,Regular Shopper,10
7633,29.25,Inactive User,20
7634,10.0,Occasional Shopper,15
7635,21.0,Loyal Shopper,5
7636,11.333333333333334,Regular Shopper,10
7637,13.92,Regular Shopper,10
7638,16.77777777777778,Loyal Shopper,5
7639,27.857142857142858,Inactive User,20
7640,27.6,Inactive User,20
7641,7.5,Occasional Shopper,15
7642,13.133333333333333,Regular Shopper,10
7643,13.708333333333334,Regular Shopper,10
7644,25.4,Inactive User,20
7645,9.714285714285714,Occasional Shopper,15
7646,30.0,Inactive User,20
7647,4.05,Occasional Shopper,15
7648,16.4,Regular Shopper,10
7649,6.03030303030303,Occasional Shopper,15
7650,24.11111111111111,Inactive User,20
7651,16.555555555555557,Loyal Shopper,5
7652,13.25,Regular Shopper,10
7653,21.0,Loyal Shopper,5
7654,21.25,Loyal Shopper,5
7655,8.871794871794872,Occasional Shopper,15
7656,26.0,Inactive User,20
7657,22.0,Loyal Shopper,5
7658,1.3535353535353536,Occasional Shopper,15
7659,15.272727272727273,Regular Shopper,10
7660,6.339285714285714,Occasional Shopper,15
7661,22.6,Loyal Shopper,5
7662,6.2,Occasional Shopper,15
7663,9.6,Occasional Shopper,15
7664,10.0625,Occasional Shopper,15
7665,7.184210526315789,Occasional Shopper,15
7666,4.9523809523809526,Occasional Shopper,15
7667,9.0,Occasional Shopper,15
7668,19.333333333333332,Loyal Shopper,5
7669,7.0,Occasional Shopper,15
7670,20.333333333333332,Loyal Shopper,5
7671,9.75,Occasional Shopper,15
7672,12.833333333333334,Regular Shopper,10
7673,11.5,Regular Shopper,10
7674,17.75,Loyal Shopper,5
7675,24.5,Inactive User,20
7676,10.407407407407407,Regular Shopper,10
7677,13.210526315789474,Regular Shopper,10
7678,11.5,Regular Shopper,10
7679,19.0,Loyal Shopper,5
7680,24.2,Inactive User,20
7681,14.333333333333334,Regular Shopper,10
7682,10.5,Regular Shopper,10
7683,14.416666666666666,Regular Shopper,10
7684,11.296296296296296,Regular Shopper,10
7685,8.741935483870968,Occasional Shopper,15
7686,20.09090909090909,Loyal Shopper,5
7687,17.285714285714285,Loyal Shopper,5
7688,9.11111111111111,Occasional Shopper,15
7689,19.571428571428573,Loyal Shopper,5
7690,14.2,Regular Shopper,10
7691,16.75,Loyal Shopper,5
7692,14.3,Regular Shopper,10
7693,9.181818181818182,Occasional Shopper,15
7694,15.071428571428571,Regular Shopper,10
7695,11.586206896551724,Regular Shopper,10
7696,13.333333333333334,Regular Shopper,10
7697,9.478260869565217,Occasional Shopper,15
7698,12.071428571428571,Regular Shopper,10
7699,10.142857142857142,Occasional Shopper,15
7700,12.6,Regular Shopper,10
7701,9.096774193548388,Occasional Shopper,15
7702,21.272727272727273,Loyal Shopper,5
7703,8.125,Occasional Shopper,15
7704,16.0,Regular Shopper,10
7705,28.75,Inactive User,20
7706,13.166666666666666,Regular Shopper,10
7707,18.1,Loyal Shopper,5
7708,17.142857142857142,Loyal Shopper,5
7709,8.75,Occasional Shopper,15
7710,12.545454545454545,Regular Shopper,10
7711,8.022222222222222,Occasional Shopper,15
7712,28.666666666666668,Inactive User,20
7713,3.5913978494623655,Occasional Shopper,15
7714,22.22222222222222,Loyal Shopper,5
7715,23.25,Inactive User,20
7716,5.375,Occasional Shopper,15
7717,11.444444444444445,Regular Shopper,10
7718,14.8,Regular Shopper,10
7719,18.076923076923077,Loyal Shopper,5
7720,7.088235294117647,Occasional Shopper,15
7721,8.333333333333334,Occasional Shopper,15
7722,16.833333333333332,Loyal Shopper,5
7723,18.0,Loyal Shopper,5
7724,6.7272727272727275,Occasional Shopper,15
7725,9.6,Occasional Shopper,15
7726,17.25,Loyal Shopper,5
7727,27.333333333333332,Inactive User,20
7728,30.0,Inactive User,20
7729,18.857142857142858,Loyal Shopper,5
7730,14.125,Regular Shopper,10
7731,10.5,Regular Shopper,10
7732,12.464285714285714,Regular Shopper,10
7733,24.333333333333332,Inactive User,20
7734,19.0,Loyal Shopper,5
7735,3.6,Occasional Shopper,15
7736,20.5,Loyal Shopper,5
7737,19.6,Loyal Shopper,5
7738,9.64,Occasional Shopper,15
7739,6.78,Occasional Shopper,15
7740,29.75,Inactive User,20
7741,19.5,Loyal Shopper,5
7742,15.95,Regular Shopper,10
7743,13.041666666666666,Regular Shopper,10
7744,3.6161616161616164,Occasional Shopper,15
7745,21.11111111111111,Loyal Shopper,5
7746,10.264705882352942,Regular Shopper,10
7747,6.333333333333333,Occasional Shopper,15
7748,13.333333333333334,Regular Shopper,10
7749,23.0,Loyal Shopper,5
7750,12.0,Regular Shopper,10
7751,13.076923076923077,Regular Shopper,10
7752,15.5,Regular Shopper,10
7753,20.071428571428573,Loyal Shopper,5
7754,15.055555555555555,Regular Shopper,10
7755,24.09090909090909,Inactive User,20
7756,9.15,Occasional Shopper,15
7757,8.73076923076923,Occasional Shopper,15
7758,21.857142857142858,Loyal Shopper,5
7759,21.714285714285715,Loyal Shopper,5
7760,18.333333333333332,Loyal Shopper,5
7761,17.363636363636363,Loyal Shopper,5
7762,5.48936170212766,Occasional Shopper,15
7763,7.166666666666667,Occasional Shopper,15
7764,11.5,Regular Shopper,10
7765,20.6,Loyal Shopper,5
7766,13.4,Regular Shopper,10
7767,7.0,Occasional Shopper,15
7768,15.0,Regular Shopper,10
7769,9.785714285714286,Occasional Shopper,15
7770,12.285714285714286,Regular Shopper,10
7771,16.846153846153847,Loyal Shopper,5
7772,9.333333333333334,Occasional Shopper,15
7773,20.0,Loyal Shopper,5
7774,7.117647058823529,Occasional Shopper,15
7775,7.617021276595745,Occasional Shopper,15
7776,8.0,Occasional Shopper,15
7777,13.4,Regular Shopper,10
7778,30.0,Inactive User,20
7779,14.333333333333334,Regular Shopper,10
7780,30.0,Inactive User,20
7781,16.333333333333332,Regular Shopper,10
7782,19.692307692307693,Loyal Shopper,5
7783,12.571428571428571,Regular Shopper,10
7784,12.5,Regular Shopper,10
7785,13.0,Regular Shopper,10
7786,7.454545454545454,Occasional Shopper,15
7787,16.6,Loyal Shopper,5
7788,16.571428571428573,Loyal Shopper,5
7789,9.0,Occasional Shopper,15
7790,23.0,Loyal Shopper,5
7791,19.6,Loyal Shopper,5
7792,8.357142857142858,Occasional Shopper,15
7793,13.0,Regular Shopper,10
7794,5.526315789473684,Occasional Shopper,15
7795,13.333333333333334,Regular Shopper,10
7796,7.75,Occasional Shopper,15
7797,17.333333333333332,Loyal Shopper,5
7798,30.0,Inactive User,20
7799,17.77777777777778,Loyal Shopper,5
7800,13.692307692307692,Regular Shopper,10
7801,16.6,Loyal Shopper,5
7802,20.0,Loyal Shopper,5
7803,21.333333333333332,Loyal Shopper,5
7804,23.0,Loyal Shopper,5
7805,12.0,Regular Shopper,10
7806,12.857142857142858,Regular Shopper,10
7807,20.9375,Loyal Shopper,5
7808,11.476190476190476,Regular Shopper,10
7809,6.36734693877551,Occasional Shopper,15
7810,9.051282051282051,Occasional Shopper,15
7811,7.0,Occasional Shopper,15
7812,27.4,Inactive User,20
7813,8.666666666666666,Occasional Shopper,15
7814,13.8,Regular Shopper,10
7815,24.0,Inactive User,20
7816,12.25,Regular Shopper,10
7817,14.333333333333334,Regular Shopper,10
7818,4.288135593220339,Occasional Shopper,15
7819,20.0,Loyal Shopper,5
7820,11.6,Regular Shopper,10
7821,9.764705882352942,Occasional Shopper,15
7822,15.333333333333334,Regular Shopper,10
7823,6.431372549019608,Occasional Shopper,15
7824,21.333333333333332,Loyal Shopper,5
7825,4.5625,Occasional Shopper,15
7826,24.4,Inactive User,20
7827,8.7,Occasional Shopper,15
7828,23.333333333333332,Inactive User,20
7829,18.944444444444443,Loyal Shopper,5
7830,26.0,Inactive User,20
7831,9.942857142857143,Occasional Shopper,15
7832,3.4343434343434343,Occasional Shopper,15
7833,10.892857142857142,Regular Shopper,10
7834,17.25,Loyal Shopper,5
7835,7.7,Occasional Shopper,15
7836,10.782608695652174,Regular Shopper,10
7837,8.818181818181818,Occasional Shopper,15
7838,16.333333333333332,Regular Shopper,10
7839,11.03225806451613,Regular Shopper,10
7840,22.833333333333332,Loyal Shopper,5
7841,25.428571428571427,Inactive User,20
7842,15.733333333333333,Regular Shopper,10
7843,18.0,Loyal Shopper,5
7844,20.0,Loyal Shopper,5
7845,20.5,Loyal Shopper,5
7846,8.628571428571428,Occasional Shopper,15
7847,8.55,Occasional Shopper,15
7848,8.714285714285714,Occasional Shopper,15
7849,5.615384615384615,Occasional Shopper,15
7850,22.181818181818183,Loyal Shopper,5
7851,16.875,Loyal Shopper,5
7852,15.625,Regular Shopper,10
7853,5.9491525423728815,Occasional Shopper,15
7854,25.714285714285715,Inactive User,20
7855,4.258823529411765,Occasional Shopper,15
7856,22.0,Loyal Shopper,5
7857,30.0,Inactive User,20
7858,24.0,Inactive User,20
7859,22.6,Loyal Shopper,5
7860,2.6666666666666665,Occasional Shopper,15
7861,22.5,Loyal Shopper,5
7862,21.0,Loyal Shopper,5
7863,17.7,Loyal Shopper,5
7864,26.2,Inactive User,20
7865,30.0,Inactive User,20
